reviewerID,itemID,overall,fine_feature,coarse_feature
A3IJDWW3VVLF3G,B00006L9LC,1,[-5.  0.  0. -5.  0.  0.  0.  0.  0.  0.],0.4970549293353889
A2813CU4C11BIE,B00006L9LC,5,[0. 0. 5. 0. 0. 0. 0. 0. 0. 0.],0.5
ARZQ7AEFUXNPN,B00006L9LC,5,[0. 5. 0. 0. 0. 0. 0. 0. 0. 0.],0.5
A1VN560NNZQIR0,B00006L9LC,5,[0. 5. 0. 0. 0. 0. 0. 0. 0. 5.],0.5
A39IK7T2K2V2KA,B00006L9LC,5,[ 0.  0.  0.  0. -5.  0.  0.  0.  0.  0.],0.5
A31MET9QVHSWD9,B00006L9LC,5,[0. 0. 0. 0. 0. 0. 0. 0. 5. 0.],0.5
A2YNPGFDPBKZ3L,B00006L9LC,5,[ 0.     0.     0.     0.    -0.875  0.     0.     0.     0.     0.   ],0.49092059630852175
A3JJ3GK8Q39TDE,B00006L9LC,5,[3.5   3.5   3.5   3.875 3.5   3.5   3.5   3.875 3.875 3.5  ],0.5
A29GCQQLNLUJGG,B00006L9LC,5,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5
A1C3SRDH9HVEI2,B00006L9LC,4,[3.25 0.   0.   0.   0.   3.25 0.   0.   0.   0.  ],0.5
A1L0QECT7J93ZP,B00006L9LC,5,[2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5
A324UOF43Y43WY,B00006L9LC,5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5
A2N0CVZO3GPQ45,B00006L9LC,4,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5644867505967053
AEL1DK2OJ41ZZ,B00006L9LC,1,[-0.5   -0.5   -0.5   -1.5   -1.    -0.375 -0.5   -1.5   -1.5   -0.5  ],0.5
AIQ0ABOHK58F6,B00006L9LC,4,[0. 0. 0. 0. 0. 0. 0. 0. 0. 5.],0.5
A2IGYO5UYS44RW,B00006L9LC,5,[5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5
