reviewerID,itemID,overall,fine_feature,coarse_feature
A2EAXA5O0FMMNV,B00006L9LC,5.0,[5. 5. 5. 5. 5. 5. 5. 5. 5. 0.],0.5078124392712077
A1IMRCSU4F0409,B00006L9LC,5.0,[4.5   5.    5.    5.    5.    5.    5.    5.    4.875 0.   ],0.5124988598248117
AOG134B92MGKO,B00006L9LC,4.0,[4. 4. 2. 0. 4. 4. 4. 4. 2. 0.],0.4999962588269069
AHQFK3PX6EKQH,B00006L9LC,5.0,[0.75 0.75 0.   0.75 1.5  0.75 1.5  1.5  0.   0.  ],0.5
ACDH4NYWRB1PR,B00006L9LC,5.0,[0.125 0.    0.    0.    0.    0.    0.125 0.    0.125 0.   ],0.537242697366566
A29C6ZBT7HP13Q,B00006L9LC,5.0,[2.75  3.625 2.5   2.75  2.5   2.5   2.5   3.375 3.375 0.   ],0.5093744022616605
AJZGMDK1NA990,B00006L9LC,4.0,[4.75  5.    1.375 2.    3.5   2.75  4.625 4.875 1.25  0.   ],0.49375068409543416
A1T81NJLOGPL3P,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5062486085452302
AYY463Q7V3LTU,B00006L9LC,5.0,[3.5  3.5  3.75 1.5  3.5  3.25 3.75 3.25 1.25 0.  ],0.5093738529989814
A23S9B3XGR5CMX,B00006L9LC,5.0,[-1.    -0.75  -0.25   0.    -0.125 -0.75  -0.75  -1.125  0.     0.   ],0.48438600321999575
A1V0UCYURG2LP,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.49062068501211226
A12HTKLZWLEAF5,B00006L9LC,5.0,[1.875 3.125 3.125 1.25  3.125 2.5   5.    4.375 1.875 0.   ],0.5062607589840098
A29VPAJ33CDQMZ,B00006L9LC,5.0,[5.   5.   5.   2.75 5.   5.   5.   5.   2.75 0.  ],0.5
AMKL90GGNP276,B00006L9LC,5.0,[2.75 3.75 0.75 1.5  1.75 3.5  4.5  3.5  0.5  0.  ],0.4968781857722872
A2KNKDQ38Q31SJ,B00006L9LC,5.0,[5.    4.25  4.25  4.625 4.625 5.    4.625 4.75  3.75  0.   ],0.501561442818407
A3CFINYERTHF9Q,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5155967460354304
A1UXOVYJ6OEQ24,B00006L9LC,5.0,[1.  1.  0.  0.5 1.  1.5 1.5 1.5 0.5 0. ],0.5031287613078319
A3JMIBCH90HGWG,B00006L9LC,5.0,[ 1.     0.125  0.75   0.625  2.    -4.125  0.25  -3.375  0.25   0.   ],0.5327499929440167
A2SVOLKLGI7DVQ,B00006L9LC,5.0,[1.375 4.5   2.25  2.25  3.125 3.125 2.75  1.375 0.    0.   ],0.51561874084224
A2MOJFGIAPOQQ3,B00006L9LC,5.0,[5.   5.   5.   3.25 5.   5.   5.   5.   4.25 0.  ],0.5023434547886476
ASJX5CT07ZCE3,B00006L9LC,5.0,[ 1.     0.75  -0.375  0.125  1.625  0.625  0.125  0.25  -0.125  0.   ],0.5078107991852993
A3A8F2URN7MEPR,B00006L9LC,5.0,[0.375 0.375 0.75  0.375 0.75  0.375 0.375 0.75  0.375 0.   ],0.5498016998922628
AUQ0Y1LUWQAN2,B00006L9LC,5.0,[5.    5.    5.    4.125 5.    5.    5.    5.    5.    0.   ],0.5405318112556322
A39KHX3058560R,B00006L9LC,5.0,[-0.625 -0.5   -1.375  0.    -1.    -0.5   -0.125 -0.5   -0.375  0.   ],0.49375088187466193
A25NX4BU2GD908,B00006L9LC,5.0,[0.75  0.75  0.75  0.375 0.75  0.75  0.75  0.75  0.75  0.   ],0.5436288590020192
AG53V5LXH1KP6,B00006L9LC,5.0,[-0.125 -0.625  1.5    0.    -0.125  1.5    1.5   -0.625  0.125  0.   ],0.5218586237407856
A1RO0GOES15LER,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.49063645058232963
A265U4400IMZN4,B00006L9LC,5.0,[2.875 2.875 2.    0.    2.875 2.5   2.875 2.875 0.875 0.   ],0.5405381158270254
AT9SW0VOLAKQD,B00006L9LC,5.0,[2.75  2.75  1.375 2.75  2.75  2.75  2.75  2.75  1.375 0.   ],0.5093010588006146
A2U7BI3N4YP26B,B00006L9LC,5.0,[-0.25 -0.25 -0.25 -0.25 -0.25 -0.25 -0.25 -0.25 -0.25  0.  ],0.4875078000675814
A154MPHVRSZVQN,B00006L9LC,5.0,[-4.5   -0.5   -3.5    1.25  -2.25  -3.    -1.625 -2.125  1.125  0.   ],0.49375011473852237
A2L5BRKS3Q0J0D,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5031245013637654
A7QMV1ENEUAC9,B00006L9LC,5.0,[2.75  2.75  2.75  2.75  4.125 5.    4.125 2.75  1.375 0.   ],0.5187443030160809
A1I03N0S6W4AVL,B00006L9LC,5.0,[5.    5.    3.875 3.125 4.875 5.    5.    5.    2.375 0.   ],0.4968767706702412
A2G90R2ZU6KU5D,B00006L9LC,5.0,[-3.25  -1.5   -0.875  0.    -2.375 -2.375 -2.5   -3.375 -0.875  0.   ],0.5280922505686486
ASI6Y3IN52G9P,B00006L9LC,5.0,[5.    1.875 1.875 1.625 1.875 1.875 5.    2.75  5.    0.   ],0.5000023199963967
A27PPA3O7PX0OH,B00006L9LC,1.0,[2.625 2.75  0.875 2.125 3.625 2.75  3.125 3.    1.875 0.   ],0.49062534402112284
A1LCFO492L6K6G,B00006L9LC,5.0,[-5.    -3.875 -3.875 -1.375 -3.875 -3.875 -3.875 -3.875 -2.     0.   ],0.5249745775394855
A30VYJQW4XWDQ6,B00006L9LC,5.0,[3.75  4.25  4.125 2.125 4.25  4.125 4.125 4.125 4.25  0.   ],0.5436362276294144
A3NXD25N4CDKXF,B00006L9LC,5.0,[4.125 4.125 5.    5.    5.    4.125 4.125 5.    4.125 0.   ],0.49372961431049045
A35LFTGC7TO48F,B00006L9LC,4.0,[1.  1.  1.  0.5 1.  1.  1.  1.  0.5 0. ],0.5124983828699827
A1LV8TM9ICX1IX,B00006L9LC,5.0,[5. 5. 5. 5. 5. 5. 5. 5. 5. 0.],0.5312118578805016
A1CRH843D61QTZ,B00006L9LC,5.0,[2. 2. 2. 0. 2. 2. 2. 2. 2. 0.],0.4875052301679466
A3EZ4SUXGM5DKJ,B00006L9LC,5.0,[-4.25  -5.     0.    -0.25  -2.375 -3.125 -2.5   -5.    -0.25   0.   ],0.5031248276731359
A8KB4X4BRD00L,B00006L9LC,5.0,[-1.125  0.     0.     0.    -0.875 -0.25   0.    -0.25   0.     0.   ],0.4781425968963885
A1QZ7QH2NEMECC,B00006L9LC,5.0,[2. 5. 5. 0. 2. 2. 5. 2. 2. 0.],0.5
A2GBIFL43U1LKJ,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5186865340861077
A3U05BH8UYBNLE,B00006L9LC,5.0,[1.875 1.875 2.    2.75  2.875 1.875 1.875 1.875 1.875 0.   ],0.49062045443221647
A1C3SRDH9HVEI2,B00006L9LC,4.0,[2.5  3.5  2.25 1.75 2.5  3.25 3.5  3.5  2.   0.  ],0.5031247435455596
A3QYF175C7E1CN,B00006L9LC,5.0,[5. 5. 5. 2. 5. 5. 5. 5. 5. 0.],0.49687542458626266
AMYTL79JMGQ6D,B00006L9LC,5.0,[2.    2.125 1.375 2.375 2.125 2.    2.125 2.125 0.75  0.   ],0.49687153646758264
ARFFWJFJWCAGE,B00006L9LC,5.0,[0.125 0.    0.    0.    0.125 0.    0.125 0.125 0.    0.   ],0.5343122958543115
A2RSCY42Y2CTU1,B00006L9LC,5.0,[0.375 0.375 0.75  0.375 0.75  0.75  0.75  0.375 0.375 0.   ],0.5124988112598855
A3VJQ5WRH77UKU,B00006L9LC,5.0,[-2.625 -1.25  -1.25  -1.25  -1.25  -1.25  -1.25  -2.625 -1.25   0.   ],0.4906163127970997
A34OON6ZYATX36,B00006L9LC,5.0,[1.125 1.5   1.125 0.    1.5   1.25  1.5   1.5   0.5   0.   ],0.5031238272755495
A2EIK3QR1822Q4,B00006L9LC,4.0,[5.    5.    4.25  2.25  5.    5.    4.5   5.    4.125 0.   ],0.5093730693900524
AU3V1LSV81SGH,B00006L9LC,5.0,[1.875 1.875 2.75  2.75  2.25  1.875 1.875 1.875 2.75  0.   ],0.4999977775272449
A24W4W9E62FZP2,B00006L9LC,2.0,[5.    5.    5.    4.375 5.    5.    5.    5.    4.25  0.   ],0.5062481922797618
A3YUWJTIW15EE,B00006L9LC,5.0,[5. 5. 5. 5. 5. 5. 5. 5. 5. 0.],0.4906227974845309
A397WXW8JOK3RT,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.4906177847748857
AZJMUP77WBQZQ,B00006L9LC,5.0,[0.    1.875 1.375 1.375 1.75  1.5   1.875 0.125 0.375 0.   ],0.5405356106630216
A1ZN7IP615TNQO,B00006L9LC,5.0,[ 2.    2.25 -0.75  0.   -0.5   0.75 -0.5   1.    0.    0.  ],0.5218606781151568
AMXYXIWW74J4,B00006L9LC,5.0,[1.    1.5   1.5   1.125 1.    0.625 1.    1.    1.625 0.   ],0.5218259393694922
A2AET552WMN8LZ,B00006L9LC,5.0,[2.75  4.125 5.    4.125 5.    4.125 5.    2.75  2.75  0.   ],0.48750219956999985
A2SUH2N8051BES,B00006L9LC,5.0,[3.125 3.125 3.125 1.375 3.125 3.125 3.125 3.125 3.125 0.   ],0.5156117575048942
A2WYK1JQGK82VP,B00006L9LC,5.0,[-1.25  -1.875 -0.625 -0.625 -0.625 -0.625 -0.625 -1.25  -0.625  0.   ],0.546729134653989
A3ETTJOVI6C9V5,B00006L9LC,5.0,[5. 5. 5. 5. 5. 5. 5. 5. 5. 0.],0.5218588622727921
A3HA7DWA3A6P4D,B00006L9LC,5.0,[3.  3.  3.  0.  3.  4.5 3.  3.  0.  0. ],0.503125779097186
A62S8THB8S60B,B00006L9LC,5.0,[5.   5.   5.   1.75 5.   5.   5.   5.   2.25 0.  ],0.5015632612740097
A1U4MBURSADCDU,B00006L9LC,5.0,[2.75  2.75  1.375 2.75  2.75  2.75  2.75  2.75  1.375 0.   ],0.5061616688266748
A1L887BYCTVXH6,B00006L9LC,5.0,[1.125 1.125 1.125 0.75  1.125 1.125 1.125 1.125 0.75  0.   ],0.5343004955359172
AXQAIG2XT292S,B00006L9LC,5.0,[1.25  1.25  1.875 1.25  1.875 1.25  1.875 1.25  1.875 0.   ],0.48749862047024095
A1TRRL3F84BJNJ,B00006L9LC,5.0,[4.    4.625 4.625 5.    4.625 4.625 4.625 4.625 4.625 0.   ],0.5029817950606715
A2MTXSVB9MC8IO,B00006L9LC,5.0,[5.    5.    5.    5.    5.    5.    5.    5.    4.875 0.   ],0.5000000070774856
A33MZYRMSIHERN,B00006L9LC,5.0,[1.25  1.875 1.875 1.875 1.875 1.875 1.875 1.875 1.875 0.   ],0.5155994465151613
AV19Z8ZCIQM4G,B00006L9LC,1.0,[2. 2. 2. 0. 4. 2. 2. 4. 2. 0.],0.5156188691073096
AZ4T3DDT8L9EQ,B00006L9LC,5.0,[ 0.125  0.125  0.     0.     0.125 -0.125  0.125  0.125  0.125  0.   ],0.5249803736853318
A31MET9QVHSWD9,B00006L9LC,5.0,[2.75  2.75  1.375 1.375 2.75  2.75  2.75  2.75  1.375 0.   ],0.5218605879271673
A165FHUTQU6L2Z,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5124806405934661
A1929HU28OJ7D8,B00006L9LC,5.0,[ 2.25   1.875 -0.625 -1.375  1.125  1.     1.125  2.125  0.375  0.   ],0.507286053581577
A3UDCJBG2PMFRE,B00006L9LC,5.0,[5. 5. 5. 5. 5. 5. 5. 5. 5. 0.],0.5
A1888H788ZLJUQ,B00006L9LC,5.0,[2. 2. 2. 0. 2. 2. 2. 2. 2. 0.],0.5000006296167724
A244RDHGOX4Z2J,B00006L9LC,4.0,[-2.125 -1.125 -1.875  0.    -1.125 -1.    -1.125 -1.    -1.25   0.   ],0.5031255434403326
A2T6UI6V98KT94,B00006L9LC,5.0,[5.    4.875 3.    3.5   5.    5.    5.    4.875 2.75  0.   ],0.509370968193275
AUYOTOM5XVNL,B00006L9LC,5.0,[2.25 1.25 1.25 1.25 2.25 1.25 1.25 1.   1.25 0.  ],0.5062494444463614
A2A3IPL0AVGETE,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.518746594319912
A3JOF3FISSE7E0,B00006L9LC,5.0,[2.  2.  0.5 1.  1.5 1.5 1.  2.  0.5 0. ],0.5031118211749149
A2PUZMHH482FU7,B00006L9LC,1.0,[4.625 5.    2.75  4.125 5.    5.    3.25  5.    2.75  0.   ],0.534341529572342
A3PE70GMGCY2AL,B00006L9LC,4.0,[5. 5. 5. 5. 5. 5. 5. 5. 5. 0.],0.5713810444225904
A29GCQQLNLUJGG,B00006L9LC,5.0,[1.  0.5 0.5 0.  1.  1.  1.  0.5 0.  0. ],0.4594690857032565
AKQ9DH3HRPHW3,B00006L9LC,5.0,[5.    5.    5.    5.    5.    5.    5.    5.    4.875 0.   ],0.4906267377358406
A41D5III07SB6,B00006L9LC,5.0,[2.75  2.75  2.75  2.75  2.75  2.75  2.75  2.75  1.375 0.   ],0.49669473183684903
A2IPGCHPX1WYHH,B00006L9LC,5.0,[-0.125 -5.    -4.625 -2.25  -4.625 -3.375 -2.5   -5.    -2.25   0.   ],0.503125100323879
A3IVDKJ8B51LO0,B00006L9LC,1.0,[5.   5.   2.25 3.25 5.   4.75 5.   5.   1.5  0.  ],0.5312124120198968
A258KAILGENIM3,B00006L9LC,4.0,[0.75  0.375 0.875 0.75  0.375 0.375 1.    1.    0.625 0.   ],0.5218594325468066
A2T146POE1RZTX,B00006L9LC,5.0,[ 3.375  5.     5.    -2.375  5.     5.     5.     5.     5.     0.   ],0.49479654583497884
AXZPSRWKSDO27,B00006L9LC,5.0,[0.375 2.125 3.5   2.125 4.875 2.125 2.25  0.5   0.375 0.   ],0.5218605789308111
ARI1N006KSXX,B00006L9LC,5.0,[4.125 5.    4.125 2.25  5.    2.5   5.    5.    1.875 0.   ],0.4906247395758137
A9SA7CY8HA291,B00006L9LC,5.0,[0.125 0.    0.    0.25  0.    0.    0.125 0.125 0.25  0.   ],0.5343198357127327
A12I397MEWA1VB,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5186865340861077
A2YNPGFDPBKZ3L,B00006L9LC,5.0,[-3.875 -2.25  -4.5   -2.5   -2.125 -1.875 -3.    -3.    -2.125  0.   ],0.4984348570446799
A345PQ5PIJVC67,B00006L9LC,1.0,[-0.5 -0.5 -0.5  0.  -0.5 -0.5 -0.5 -0.5  0.   0. ],0.4999971372812579
A1FFGS17PQWUI8,B00006L9LC,5.0,[5.  5.  3.5 5.  5.  5.  5.  5.  3.5 0. ],0.5
A1WGC9NCI09T3D,B00006L9LC,1.0,[ 5.     4.875  0.375  2.125  2.625  2.375  3.875  3.875 -0.375  0.   ],0.5031246681077758
AKZZ0DTJDXLZI,B00006L9LC,5.0,[-3.75  -1.875 -1.    -0.875 -2.875 -2.75  -3.75  -2.    -1.     0.   ],0.5031266123850621
AZCOSCQG73JZ1,B00006L9LC,5.0,[0.5  0.25 0.5  0.25 0.75 0.25 0.5  0.25 0.25 0.  ],0.5775045490946396
AM88FAF0V7U6D,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.503088183279459
A36FFM5OUBWGOL,B00006L9LC,5.0,[3.75  3.25  2.125 2.5   2.875 3.5   2.625 3.625 1.25  0.   ],0.5436431488571859
A3GAQQZKTZIGEX,B00006L9LC,5.0,[5.   4.75 5.   5.   5.   5.   4.75 4.75 5.   0.  ],0.5218529250894025
A313XPHJ3L9OPW,B00006L9LC,5.0,[-0.125 -0.125  0.25   0.    -0.125 -0.125  0.125 -0.125  0.     0.   ],0.4968754946387026
A2D9MTWHD2BFUG,B00006L9LC,5.0,[1.375 2.75  2.75  2.75  2.75  2.75  2.75  1.375 1.375 0.   ],0.5405318447395606
ASPQVBZP025R8,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5405433725850922
AKZJ49U7BQU4U,B00006L9LC,5.0,[4.125 3.25  3.125 2.25  3.25  3.75  3.875 4.125 1.875 0.   ],0.5124989551760367
A20Q8XM208DXT1,B00006L9LC,5.0,[0.25  0.125 0.25  0.375 0.125 0.125 0.25  0.25  0.375 0.   ],0.5312095569006762
A2TRMX7KR6IIVA,B00006L9LC,5.0,[4.375 4.375 2.875 4.375 4.375 4.375 4.375 4.375 2.875 0.   ],0.49375877526061196
A2TU781PWGS09X,B00006L9LC,2.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5218720172411476
A2ITV3AU9TL0O9,B00006L9LC,5.0,[1.875 1.875 1.875 0.    3.875 1.875 3.875 1.875 2.    0.   ],0.5218599849034739
A3UXKTNN3U6E0D,B00006L9LC,5.0,[4. 4. 4. 0. 5. 4. 4. 4. 4. 0.],0.49061457168162464
AXIGAHX96N522,B00006L9LC,5.0,[5.    5.    5.    2.    5.    5.    5.    5.    2.125 0.   ],0.503130006278228
A15NM9DLEOB4XI,B00006L9LC,5.0,[0.75  0.75  0.5   0.25  0.375 0.75  0.75  0.75  0.5   0.   ],0.5467382387120493
A2DHECIMRTJUGE,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5030825006593093
A28MZ2SOOHMOZW,B00006L9LC,1.0,[-5.    -5.    -4.625 -2.5   -3.875 -5.    -5.    -5.    -0.75   0.   ],0.5015612334264188
A1TWEWYOCWT9T,B00006L9LC,5.0,[0.75  0.625 0.5   0.375 1.    0.375 2.5   2.125 0.5   0.   ],0.515614358726442
A28RTSY1TRCXLK,B00006L9LC,1.0,[ 3.75   4.75   3.    -0.125  3.375  3.     4.75   5.     2.125  0.   ],0.5124963087080096
A2TUCPCLHHLR6O,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5249434832165439
A2YDF506DAA5W4,B00006L9LC,1.0,[1.875 1.25  0.    0.625 1.375 2.5   1.75  1.875 0.125 0.   ],0.5187463200202325
A1WL02Q81VWPX6,B00006L9LC,5.0,[1.5   1.5   0.75  0.75  1.5   0.75  1.875 1.5   0.75  0.   ],0.5652370230696627
A1118RD3AJD5KH,B00006L9LC,5.0,[0.75  0.75  0.75  0.375 0.75  0.375 0.75  0.75  0.75  0.   ],0.5062480204261206
AE6VLUKO55M7H,B00006L9LC,5.0,[0.75  0.75  0.625 1.25  1.25  1.25  1.25  1.    0.    0.   ],0.5
A15IKO3Q6RSA1V,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5312752335729812
A2X7VCBZQROXVM,B00006L9LC,5.0,[2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75 0.  ],0.5092670529201173
AIX5L58NMGF9Z,B00006L9LC,5.0,[5.    5.    5.    1.875 5.    2.875 5.    5.    1.625 0.   ],0.4656793983901672
APV301O2BXWU2,B00006L9LC,5.0,[5.    5.    2.625 3.375 5.    5.    5.    5.    2.    0.   ],0.5
AROYPRQ35VSAT,B00006L9LC,1.0,[0.75 0.5  0.5  0.5  0.5  0.5  0.75 0.5  0.   0.  ],0.5218453613684465
A1M54T56FE4B86,B00006L9LC,4.0,[-0.25  -0.125  0.25   0.125 -1.25  -0.125 -0.125 -0.125  0.25   0.   ],0.48750388373815534
A1X60YTH1F0Y9A,B00006L9LC,5.0,[-4.25  -4.    -1.    -1.25  -2.5   -3.375 -2.75  -4.     0.     0.   ],0.4999997997636208
A7COTFQZZ86N,B00006L9LC,5.0,[-0.75  0.    0.   -1.25  0.    0.    0.   -0.75 -1.25  0.  ],0.49062115214929525
A1AG4CEH4EYXIT,B00006L9LC,5.0,[-1.    -0.875 -0.125  0.125 -0.875 -1.375 -0.625 -1.125  0.25   0.   ],0.5249772530600793
A1WGVH160JCIC,B00006L9LC,5.0,[ 3.75   1.75   2.5   -0.125  1.125  2.125  1.875  1.625  2.25   0.   ],0.5374221041075955
A23ZC494ZWNEE0,B00006L9LC,5.0,[-0.125 -0.125 -0.125 -0.125 -0.125 -0.125 -0.125 -0.125 -0.125  0.   ],0.5312276692584941
A30EPPTPW7M9D0,B00006L9LC,5.0,[5.   5.   4.5  3.25 5.   5.   5.   5.   3.25 0.  ],0.5156174524284867
A1C03381HL8SWG,B00006L9LC,5.0,[1.375 1.375 2.75  1.375 1.375 1.375 1.375 1.375 1.375 0.   ],0.49370422101410305
A2R8NM5M7Z37SA,B00006L9LC,5.0,[5.   3.5  3.5  0.   5.   3.5  5.   5.   3.75 0.  ],0.5805448522951413
A3E52KMZJI788W,B00006L9LC,4.0,[-2.     0.    -0.5   -0.75   0.    -0.625  0.625 -1.5   -0.75   0.   ],0.4906256885254458
A2I0X28L5E42VU,B00006L9LC,5.0,[5. 5. 5. 5. 5. 5. 5. 5. 5. 0.],0.5280858477764016
A26FGQS4JIPDH5,B00006L9LC,5.0,[0.25  0.25  0.5   0.125 0.5   0.25  0.25  0.25  0.    0.   ],0.499995463178602
A2JWINJJ8E1IIC,B00006L9LC,5.0,[2.75  2.75  2.75  2.75  2.75  2.75  2.75  2.75  1.375 0.   ],0.49375222476698205
A1SRZ1S3FJPU1D,B00006L9LC,5.0,[ 1.375  0.375 -1.     0.5    3.75  -0.25   2.625  0.875  4.     0.   ],0.5187038723002021
A181EKCGC3RGHL,B00006L9LC,5.0,[5.   5.   4.75 5.   5.   5.   5.   5.   4.   0.  ],0.5218574511005423
A1MBLC4ZSP4QEB,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5312752335729812
A1T7DRMZ9A9KEA,B00006L9LC,5.0,[-4.625 -3.5   -2.    -1.25  -2.75  -3.375 -3.125 -5.    -1.75   0.   ],0.5405379070246715
A1IGBEWKIVXYFL,B00006L9LC,5.0,[-0.75  -1.25  -0.75  -0.75  -1.    -1.125 -1.    -1.25  -0.375  0.   ],0.540533206287876
ASUIA1YIKZUOO,B00006L9LC,5.0,[-0.125 -0.125 -0.125 -0.125 -0.125 -0.125 -0.125 -0.125 -0.125  0.   ],0.5187383567552015
A3IGHIOZ898AWG,B00006L9LC,5.0,[5. 5. 5. 5. 5. 5. 5. 5. 5. 0.],0.5156134640889684
A2MX559LDZAQ5Q,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5031201562310438
A3RGQCA2GSFLX2,B00006L9LC,5.0,[1.5   2.125 1.5   0.25  1.    1.375 1.875 1.5   0.25  0.   ],0.48126047405473277
A9MRAYG97FQML,B00006L9LC,5.0,[1.    1.625 1.875 1.875 1.5   1.625 1.625 1.375 1.25  0.   ],0.46568609475621997
A392UWXM2CDJ6V,B00006L9LC,5.0,[1.75  3.125 0.25  1.125 3.75  3.75  3.75  3.75  0.25  0.   ],0.5
A1MZIY3MPR5LRS,B00006L9LC,5.0,[2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75 0.  ],0.4905775789524727
A37QK0QF18JXDO,B00006L9LC,5.0,[5.    5.    5.    4.875 5.    5.    5.    5.    5.    0.   ],0.493755797312494
ACK0K1VME15R7,B00006L9LC,5.0,[-1.  -1.  -1.  -0.5 -1.  -1.  -1.  -1.  -0.5  0. ],0.5467590898884189
A2S696CI415O20,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.4968774388972152
A2N0CVZO3GPQ45,B00006L9LC,4.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.4968750515763796
A2UNM0QKAA0LUS,B00006L9LC,5.0,[2.   2.25 2.25 2.25 2.   2.   2.   2.25 2.   0.  ],0.5031067526227565
A1RO0OV2CHJLUG,B00006L9LC,5.0,[5.   5.   5.   2.75 5.   5.   5.   5.   2.75 0.  ],0.49687577341877376
A2JRCTJU21AJ4X,B00006L9LC,5.0,[2.375 4.75  0.25  1.25  4.5   2.375 3.375 3.625 0.    0.   ],0.4906259405688443
A3LGZDAVZSFO0M,B00006L9LC,5.0,[5.    5.    5.    3.875 5.    5.    5.    5.    5.    0.   ],0.5031246966291918
A1L0QECT7J93ZP,B00006L9LC,5.0,[1.875 1.375 1.25  0.375 1.375 0.75  1.875 1.875 0.875 0.   ],0.5218620493324286
ANUDL8U5MQSPX,B00006L9LC,5.0,[1.   1.5  0.25 0.   0.75 1.   1.   1.   0.   0.  ],0.54054448738332
A1VN560NNZQIR0,B00006L9LC,5.0,[5.    5.    3.125 0.75  3.5   5.    5.    5.    1.875 0.   ],0.46257631955082357
A19BNMVUQDMFGK,B00006L9LC,5.0,[5.   5.   5.   2.5  5.   5.   5.   5.   4.75 0.  ],0.5405310544429118
AH95EJ2HK06Q2,B00006L9LC,1.0,[5. 5. 5. 5. 5. 5. 5. 5. 5. 0.],0.494794648522262
A12B5Y225ADJWE,B00006L9LC,5.0,[ 4.625  2.875  0.125 -0.25   2.875  3.125  4.625  3.875  0.625  0.   ],0.5218598162323045
A1SMX2GYS61UT,B00006L9LC,5.0,[2.5  2.5  1.75 2.5  4.25 3.75 2.5  3.   0.   0.  ],0.4906265198963378
