reviewerID,itemID,overall,fine_feature,coarse_feature
A3KL6I6EWV0MF6,B00006L9LC,5.0,[1.375 0.    4.25  1.375 2.875 2.875 2.875 4.25  5.    4.25 ],0.496874795064033
A2KJR83EUJJNAX,B00006L9LC,5.0,[2.5  0.   5.   2.   2.25 2.   2.   5.   5.   5.  ],0.49375054858302975
A1WWZ1NKXLFYNG,B00006L9LC,2.0,[-0.5   -0.375  0.875 -0.5   -0.125  0.875 -0.5    2.     2.375  2.5  ],0.4968749604341844
AX0ZEGHH0H525,B00006L9LC,1.0,[-1.625  0.    -2.25  -1.875 -2.25  -2.5   -1.625 -4.75  -2.625 -1.875],0.4968747409773001
A12BLGAAZBUU96,B00006L9LC,5.0,[1.875 0.    1.5   3.    1.5   0.75  0.625 2.125 1.375 2.125],0.5000000555046417
A11AZPF8R6A1F8,B00006L9LC,5.0,[1.875 0.    5.    1.875 3.625 5.    3.    5.    5.    5.   ],0.5
A22XX80SB8WMUK,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.49062612816183077
A2EB0P9PSMD1M0,B00006L9LC,5.0,[3.25  0.    3.25  1.625 3.25  1.625 3.25  3.25  3.25  3.25 ],0.49687497011653237
A3IRJA2MBOJ411,B00006L9LC,5.0,[4.5   1.375 5.    4.5   5.    5.    5.    5.    5.    5.   ],0.4968750550516921
AJIQ6LH2YTZH8,B00006L9LC,5.0,[ 0.    -0.125 -0.375 -0.125 -0.25  -0.25  -0.25  -0.375 -0.375 -0.375],0.5
A28G6HAG3I755Y,B00006L9LC,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.49687501476335616
A31XUJMEDBUGKR,B00006L9LC,5.0,[1.875 1.125 4.125 0.125 2.5   2.75  0.75  5.    4.875 5.   ],0.5
A1BS75OBCJN3EA,B00006L9LC,5.0,[4.625 1.875 5.    5.    5.    5.    5.    5.    5.    5.   ],0.49687488423107457
ATEX4XVEQYN7B,B00006L9LC,5.0,[ 0.     0.    -0.125  0.     0.    -0.125  0.    -0.125 -0.125 -0.125],0.5031249189840695
A3E5V5TSTAY3R9,B0006O10P4,5.0,[-0.25   0.     1.25   0.25   0.125  0.375  0.25   1.125  1.625  1.875],0.5078104063729338
A32BY7UM2ZCWHM,B0009RF9DW,5.0,[2.5 2.5 5.  5.  5.  5.  5.  5.  5.  5. ],0.49687492554444257
A2EBR70V6P9W0N,B0009RF9DW,5.0,[2.375 1.75  5.    3.    5.    1.625 2.875 5.    5.    5.   ],0.4984374873500601
A3L3SRE6L8IFHH,B0009RF9DW,5.0,[0.625 0.    1.375 0.    0.75  0.25  0.375 1.125 1.375 1.375],0.49687508395952795
A1M5UWJ8H1SYHG,B0009RF9DW,5.0,[ 0.875 -0.25   1.     1.25   1.     1.25   1.     1.25   1.     1.25 ],0.49687521345960145
A2IXGQP8IXSJXW,B0009RF9DW,5.0,[ 0.375  0.     1.75   0.375  1.125  0.    -0.375  2.375  2.5    2.125],0.49687459066385126
A2831PTXQCEFCM,B0009RF9DW,5.0,[2.75 0.   5.   3.25 5.   4.25 5.   5.   5.   5.  ],0.49687503433896507
A85ENSL5HBBZF,B0009RF9DW,5.0,[1.875 0.    4.875 5.    4.875 0.625 1.25  4.875 4.875 5.   ],0.5
A3TFW9R3OCAGUI,B0009RF9DW,5.0,[5.   4.25 5.   5.   5.   5.   5.   5.   5.   5.  ],0.5
A2C8L2HEMJ4VT7,B0009RF9DW,5.0,[5.   1.75 5.   5.   5.   5.   5.   5.   5.   5.  ],0.49687500431329723
A2H9JIWY7JDD3J,B0009RF9DW,5.0,[4.    0.    5.    4.5   4.    2.375 3.375 5.    4.    5.   ],0.5
AV10T680T0UWB,B0009RF9DW,5.0,[5. 5. 5. 5. 5. 5. 5. 5. 5. 5.],0.4937504383591728
A1VY8FIKPTP6AZ,B0009RF9DW,5.0,[5.    3.375 5.    5.    5.    5.    5.    5.    5.    5.   ],0.49687496478144927
A2BFYX5LXWT7J,B0009RF9DW,5.0,[2.125 1.25  5.    0.75  3.125 0.625 1.25  5.    5.    5.   ],0.49687490023157505
ARPSCXPD7FYZ4,B0009RF9DW,3.0,[0.75  0.    1.875 2.    0.5   2.    2.    1.375 2.    1.75 ],0.49687509509589883
A23TC03PKGDVQM,B0009RF9DW,5.0,[0.    0.    0.75  0.375 0.75  0.375 0.75  0.375 0.75  0.75 ],0.5
A2R03U5UAX219B,B0009RF9DW,5.0,[4.75  1.375 5.    2.75  5.    2.75  5.    4.75  5.    5.   ],0.49687501949435775
A2PPWA67FGO7BF,B0009RF9DW,5.0,[ 0.    -0.125 -0.125  0.     0.     0.     0.    -0.125 -0.125 -0.125],0.4968751549583762
AR7EOI1I0D7Q7,B0009RF9DW,5.0,[1.375 0.    3.5   1.75  3.5   1.375 3.5   3.5   3.5   3.5  ],0.49687500176248384
A3E1JS2EB8ZH94,B0009RF9DW,5.0,[0.5   0.375 4.75  2.625 2.375 1.875 0.625 5.    5.    5.   ],0.4906262991195844
A1RM3LETB09B5E,B0009RF9DW,5.0,[5.   4.   3.5  3.75 3.75 3.75 4.   3.25 3.25 3.25],0.5
A2XDLY3PL0CGBD,B0009RF9DW,5.0,[0.    0.    0.375 0.625 0.    0.    0.625 0.5   0.5   0.5  ],0.5
A26HF31NL346VR,B0009RF9DW,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.49687509304684796
A3CPIVUW77AK6K,B0009RF9DW,5.0,[2.    2.    3.875 3.75  3.75  3.875 4.    3.875 3.875 3.875],0.5343245117219428
AE9VRSOM1TYLE,B0009RF9DW,5.0,[0.25 0.   0.75 0.25 0.5  0.   0.5  0.75 0.75 0.75],0.49687502320098725
A2M0OIN5678XKQ,B0009RF9DW,5.0,[5.    0.    5.    2.5   5.    3.125 4.625 5.    5.    5.   ],0.5
A2E3YYK70W49NO,B0009RF9DW,5.0,[5.    0.    5.    5.    5.    2.625 3.5   5.    4.125 5.   ],0.4999999340626596
A3ESPH5CN0GMIJ,B0009RF9DW,5.0,[5.    5.    5.    5.    5.    4.875 5.    5.    5.    5.   ],0.5
A2JAEYUNQB6BIF,B0009RF9DW,5.0,[1.75  1.375 3.5   1.375 3.875 3.125 3.875 3.5   1.375 3.125],0.49687512182402865
A2J50ZCVKL1H9L,B0009RF9DW,1.0,[5.    2.125 5.    5.    5.    2.625 1.875 5.    5.    5.   ],0.49791653677470693
AEY5YWIVK33SE,B0009RF9DW,5.0,[3.625 0.    5.    0.75  5.    2.75  5.    5.    4.875 5.   ],0.5
A28XHFOYRSV7VA,B0009RF9DW,5.0,[1.375 0.    1.375 1.375 1.375 2.75  1.375 1.375 1.375 1.375],0.5312083326160372
AG6BQPVI5DCR4,B0009RF9DW,5.0,[5.   4.25 5.   5.   5.   5.   5.   5.   5.   5.  ],0.49687496179114476
A1OIRJ1W4N8CW,B0009RF9DW,5.0,[1.375 0.    5.    2.5   3.875 2.5   2.75  5.    5.    5.   ],0.5031251228467185
A1AWB5QE4T9LPM,B0009RF9DW,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.49687504067244065
A2I02X97TQCOHX,B000FI4S1E,5.0,[1.    1.25  5.    0.25  3.5   1.25  1.375 3.75  3.75  3.5  ],0.5
A1AFSSJ58HYER7,B000FI4S1E,5.0,[5. 5. 5. 5. 5. 5. 5. 5. 5. 5.],0.4999997966028245
A3KALVNW1WOI19,B000FI4S1E,5.0,[ 0.   0.  -0.5  0.   0.   0.  -0.5 -0.5 -0.5 -0.5],0.4968750569315985
A3UHBFT2EGPDG5,B000FI4S1E,5.0,[1.25  1.25  3.5   4.    2.75  0.125 1.5   5.    5.    5.   ],0.4968749408176706
A1AWB5QE4T9LPM,B000FI4S1E,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.49687504067244065
AA0KFWC049J0U,B000FI4S1E,5.0,[1.375 0.    2.75  1.375 4.125 1.375 2.75  2.75  2.75  2.75 ],0.4968749241101361
A1FEQTQIVZKAY,B000FI4S1E,5.0,[1.75  2.    4.375 2.25  1.625 1.625 2.375 2.625 3.125 3.25 ],0.5031247945851222
A3N20YR4PHW97O,B000FI4S1E,5.0,[1.75  0.625 5.    3.125 5.    2.    4.375 5.    5.    5.   ],0.5031248900770087
ADEFD8L3I7YFR,B000FI4S1E,5.0,[3.75  2.75  5.    2.375 4.75  2.375 2.375 5.    4.75  4.5  ],0.5062501923197658
A3FLYMWRPCK731,B000FI4S1E,5.0,[3.5   0.    5.    3.5   5.    2.    3.5   5.    3.625 5.   ],0.49687498128122637
A24NTDGOS70ZA9,B000FI4S1E,5.0,[5.    3.375 5.    4.75  5.    4.75  5.    5.    5.    5.   ],0.49687508988015305
A2W643VRI6ELN,B000FI4S1E,1.0,[4.875 4.5   5.    4.5   5.    5.    4.5   5.    5.    5.   ],0.4968750376542632
A3TFW9R3OCAGUI,B000FI4S1E,5.0,[5.   4.25 5.   5.   5.   5.   5.   5.   5.   5.  ],0.5
A1QQHWTPZYIXM3,B000FI4S1E,5.0,[ 0.     0.    -0.75   0.     0.     0.     0.     0.    -0.375 -0.375],0.5
A14SJT4M0BP298,B000FI4S1E,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.4968750999761734
A26DR70GPC8R5T,B000FI4S1E,5.0,[2.  2.  5.  5.  4.5 5.  5.  5.  5.  5. ],0.49687513122966165
A2831PTXQCEFCM,B000FI4S1E,5.0,[2.75 0.   5.   3.25 5.   4.25 5.   5.   5.   5.  ],0.49687503433896507
A2BFYX5LXWT7J,B000FI4S1E,5.0,[2.125 1.25  5.    0.75  3.125 0.625 1.25  5.    5.    5.   ],0.49687490023157505
A1CJRTU646COUL,B000FI4S1E,5.0,[2.    2.    5.    4.    4.    2.375 4.    5.    5.    5.   ],0.49687498155348825
A1B5D7AI4KYG98,B000FI4S1E,5.0,[1.5 1.5 3.  1.5 1.5 1.5 3.  3.  3.  3. ],0.4968750327923616
A3SR36PIOEYYO1,B000FI4S1E,5.0,[1.375 0.    1.375 1.375 1.375 1.375 2.75  1.375 1.375 1.375],0.5280854311084078
A2Q7PO5LDVGUOW,B000FI4S1E,5.0,[1.375 0.    1.375 1.375 1.375 1.375 1.375 1.375 1.375 1.375],0.49687497272449277
A15IDG691XH2XI,B000FI4S1E,5.0,[1.125 0.    3.875 1.375 3.625 0.875 1.375 3.375 3.375 4.5  ],0.4968748702980073
AG6BQPVI5DCR4,B000FI4S1E,5.0,[5.   4.25 5.   5.   5.   5.   5.   5.   5.   5.  ],0.49687496179114476
AXDHA80LYRYSE,B000FI4S1E,5.0,[2.375 0.    2.25  1.125 2.    1.125 2.25  2.375 4.125 3.125],0.5
ARPSCXPD7FYZ4,B000FI4S1E,3.0,[0.75  0.    1.875 2.    0.5   2.    2.    1.375 2.    1.75 ],0.49687509509589883
AN4M590RDRGH7,B000FI4S1E,5.0,[-1.625  0.125 -1.625 -1.5   -1.25  -2.125 -1.75  -2.25  -2.875 -2.75 ],0.4937503497865269
A4WYCR7FYUSPS,B000FI4S1E,1.0,[1.125 0.    1.625 1.125 3.25  0.5   0.5   1.625 0.5   1.625],0.5156211238993655
A2J50ZCVKL1H9L,B000FI4S1E,1.0,[5.    2.125 5.    5.    5.    2.625 1.875 5.    5.    5.   ],0.49791653677470693
A3UJNWXI82I8P7,B000FI4S1E,5.0,[ 1.125 -1.625  1.375 -0.5    3.    -1.25   2.25  -0.625  1.375  0.125],0.4968749611947452
A2QLQVPUZG2JXU,B000FI4S1E,5.0,[-0.5    0.     0.625 -2.    -1.625 -0.5   -0.5    0.     0.5    0.75 ],0.4906260274658425
A3JQUR31CLU4VK,B000FI4S1E,1.0,[ 0.125 -0.375  1.625  0.5   -0.125  0.125  0.5    1.375  0.125  1.25 ],0.49687502407589335
AH5KMT72HXKVO,B000FI4S1E,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.4968749830614381
A37DCOJBXHTODF,B000FI4S1E,5.0,[2.75  1.375 2.75  2.75  2.75  2.75  2.75  2.75  2.75  2.75 ],0.49687502316399385
A18KOO6VMJJ70S,B000FI4S1E,5.0,[5.    0.625 5.    2.5   4.25  2.625 3.75  5.    5.    5.   ],0.5
ADYZN70LHMS7S,B000FI4S1E,5.0,[0.5 0.5 1.  1.  0.5 1.  1.  1.  1.  1. ],0.49687511841455273
A3CPIVUW77AK6K,B000FI4S1E,5.0,[2.    2.    3.875 3.75  3.75  3.875 4.    3.875 3.875 3.875],0.5343245117219428
A32PX7W05VFWOJ,B000FI4S1E,5.0,[5. 0. 5. 5. 5. 5. 5. 5. 5. 5.],0.49687488048771883
AKWBRE0JKA2A1,B000FI4S1E,5.0,[0.375 0.    1.125 0.    0.75  0.375 0.    0.75  1.5   1.5  ],0.5
A1AKH1GJBE5CX5,B000FI4S1E,5.0,[5. 5. 5. 5. 5. 5. 5. 5. 5. 5.],0.49687492945572387
A22X7GUEMMORP8,B000FI4S1E,5.0,[-0.625 -0.5   -4.875 -1.25  -1.    -0.375 -0.875 -3.625 -4.5   -4.625],0.49687507812854886
A3JIP8N3GZZKBA,B000FI4S1E,5.0,[3.125 0.625 4.625 1.25  3.5   1.125 2.875 4.5   3.5   4.75 ],0.5
AIEEK7AHXKZCC,B000GLRREU,5.0,[5.  2.5 5.  5.  5.  5.  5.  5.  5.  5. ],0.4989583816953787
A1QBOC76MIOJYP,B000GLRREU,5.0,[5. 4. 5. 5. 5. 5. 5. 5. 5. 5.],0.4989583382858153
A3ILCNY19J5KFA,B000GLRREU,5.0,[ 1.     0.    -1.5   -1.25  -0.375 -0.875  0.    -1.25   0.375 -0.625],0.5
A3OXHLG6DIBRW8,B000NKJIXM,4.0,[3.625 3.625 5.    5.    3.875 5.    5.    4.875 5.    5.   ],0.49843742105822364
A3L40OCWS1W7R7,B000URXP6E,5.0,[0.    0.    1.25  0.625 0.    0.    0.625 1.25  1.25  1.25 ],0.49687504802942184
A1JDBXPK20HBUW,B000URXP6E,1.0,[1.375 0.    5.    5.    5.    2.    5.    5.    5.    5.   ],0.4968748524356831
A3JXCMOICECC61,B000URXP6E,5.0,[2.875 0.5   5.    5.    5.    3.375 2.875 5.    5.    5.   ],0.4968749857442982
A31URN5S2Q0UJV,B000URXP6E,5.0,[-0.75   0.125  3.875  0.25   2.75   0.875  0.25   4.25   5.     4.75 ],0.5
ASPQVBZP025R8,B000URXP6E,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.49374968201291053
A29GCQQLNLUJGG,B000URXP6E,5.0,[0.  0.  1.  0.  0.  0.  0.  0.5 1.  1. ],0.5
A3BKC8ZEVA23CK,B000URXP6E,5.0,[1.625 0.5   5.    2.375 4.    1.875 1.625 4.    4.5   4.   ],0.5
A3QDLODOQKUXGN,B000URXP6E,5.0,[0.    0.    0.375 0.    0.375 0.    0.375 0.375 0.375 0.375],0.49687504374465963
A1XQ0F01CF84Y3,B000URXP6E,5.0,[5.    1.125 5.    3.    2.5   5.    5.    5.    5.    5.   ],0.4937502937288802
A257PM313YL6AY,B000URXP6E,5.0,[4.875 0.25  5.    4.75  5.    3.75  4.    5.    5.    5.   ],0.49687495430415496
A1ZH9XEBQIPLWT,B000URXP6E,5.0,[1.375 0.    2.75  1.375 1.375 1.375 2.75  2.75  1.375 2.75 ],0.49687509477921066
A3N6811PDY2QM3,B000URXP6E,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5
A1RO0GOES15LER,B000URXP6E,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.49687513089376834
A2RFDGEW20UK6W,B000URXP6E,5.0,[0.    0.    1.875 0.75  3.    0.375 0.75  1.875 1.875 1.875],0.4968752121001271
A39KHX3058560R,B000URXP6E,5.0,[ 0.     0.    -0.5    0.625  0.375  1.    -0.375 -0.125  0.125 -0.5  ],0.49687493642339065
ASFHTW5SP4QQR,B000URXP6E,5.0,[3.    1.375 4.625 2.75  3.    2.75  3.    3.    3.    3.   ],0.5000002233322463
A2WA0B9CJ28E45,B000URXP6E,5.0,[ 1.125  0.     1.     0.     0.875  0.    -0.25   0.875 -0.25   0.375],0.5
A22V1MD93T2FW9,B000URXP6E,5.0,[5. 5. 5. 5. 5. 5. 5. 5. 5. 5.],0.49687486787747287
A4DEEDXZK8L78,B000URXP6E,5.0,[0.75  0.25  1.375 0.25  1.    0.75  0.75  0.75  0.625 1.125],0.4968747481267055
A2OMMYTOUX444Q,B000URXP6E,5.0,[5.   3.75 5.   5.   5.   5.   5.   5.   5.   5.  ],0.5
A37C3532V0OGK4,B000URXP6E,5.0,[-0.875  0.    -0.875  0.    -1.     0.     0.    -0.875 -1.875 -0.875],0.49687544605584666
AVZFCI6JTP4PU,B000URXP6E,5.0,[0.625 0.    1.    1.125 0.625 0.25  0.    1.    0.25  1.   ],0.496875055534881
A1VRZOJ7MNAJME,B000URXP6E,1.0,[2.125 0.    5.    2.125 4.25  2.125 3.5   5.    5.    5.   ],0.49687489591143513
A15IDG691XH2XI,B000URXP6E,5.0,[1.125 0.    3.875 1.375 3.625 0.875 1.375 3.375 3.375 4.5  ],0.4968748702980073
A1TK8ZGWS7VJP2,B000URXP6E,5.0,[5.   4.75 5.   5.   5.   5.   5.   5.   5.   5.  ],0.496874978088769
A8KB4X4BRD00L,B000URXP6E,5.0,[ 0.    0.    0.    0.    0.    0.    0.    0.   -1.75  0.  ],0.49687506749274274
A2XF4LU8DZCGKV,B000URXP6E,5.0,[-0.75  -0.75  -1.125 -0.75  -1.875 -0.75  -0.75  -1.125 -1.125 -1.125],0.5
A2O4T6MQ540AGF,B000URXP6E,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5
A3EZ4SUXGM5DKJ,B000URXP6E,5.0,[-0.125 -0.25  -4.    -0.375 -1.75  -0.125  0.25  -5.    -2.375 -4.875],0.5
A1BRNOD64VZ1GP,B000URXP6E,5.0,[4.25  0.    5.    3.75  5.    3.75  4.375 5.    5.    5.   ],0.4968749574138379
AI8FN9LAD3WT0,B000URXP6E,1.0,[ 1.375 -0.25   3.375  1.125  1.625  0.75   1.5    3.75   2.     2.375],0.49687493558405454
A1X60YTH1F0Y9A,B000URXP6E,5.0,[-0.125  0.    -2.     1.125 -0.625 -1.375  0.    -2.25  -3.375 -4.625],0.5031248747114948
A3TH0R81AWDJ49,B000URXP6E,4.0,[5.  3.5 5.  5.  5.  5.  5.  5.  5.  5. ],0.49687484165078344
A115LE3GBAO8I6,B000URXP6E,5.0,[3.25  1.375 5.    3.    3.    3.25  3.25  4.25  5.    5.   ],0.49687510856279404
A289XUH39KKR89,B000URXP6E,5.0,[0.625 0.625 1.75  0.375 3.5   1.75  0.625 3.    0.5   3.   ],0.4968749745697747
A3W3YT08F94PO7,B000URXP6E,1.0,[ 0.5   0.    0.25 -0.75  1.5   0.5   0.    0.75  0.25  1.25],0.4968750176129885
A2A3IPL0AVGETE,B000URXP6E,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5
A1JDG0KTCUW9BT,B000URXP6E,5.0,[-0.5  -0.25  2.25 -1.5  -0.25 -0.5   0.75  2.25  1.    2.25],0.49687460862425037
AB4T4E0AGMKRA,B000URXP6E,5.0,[5.    3.875 5.    5.    5.    5.    4.75  5.    5.    5.   ],0.4968751770471405
A2H9JIWY7JDD3J,B000URXP6E,5.0,[4.    0.    5.    4.5   4.    2.375 3.375 5.    4.    5.   ],0.5
A7VOU5ARHQ20F,B000URXP6E,1.0,[1.625 0.    5.    4.5   4.125 5.    2.375 5.    5.    5.   ],0.4968749899731099
A37XI9VKWZWZKO,B000URXP6E,5.0,[2.75  1.375 2.75  2.75  2.75  2.75  2.75  2.75  2.75  2.75 ],0.4968749789833513
A1VY8FIKPTP6AZ,B000URXP6E,5.0,[5.    3.375 5.    5.    5.    5.    5.    5.    5.    5.   ],0.49687496478144927
A397WXW8JOK3RT,B000URXP6E,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.496875027633915
ABWHWMXZDQ25C,B000URXP6E,5.0,[5.    1.375 5.    5.    5.    4.625 4.5   5.    4.625 5.   ],0.5
A3IGHIOZ898AWG,B000URXP6E,5.0,[5.    2.    5.    3.375 5.    5.    5.    5.    5.    5.   ],0.49687499252454487
A2IYMZSE5YVU7F,B000URXP6E,5.0,[-1.75   0.    -3.375  0.125 -3.25  -1.75   0.125 -2.875 -2.5   -3.5  ],0.49687474082682337
A26FGQS4JIPDH5,B000URXP6E,5.0,[0.    0.    0.25  0.125 0.5   0.    0.125 0.375 0.375 0.25 ],0.5
A3CPIVUW77AK6K,B000URXP6E,5.0,[2.    2.    3.875 3.75  3.75  3.875 4.    3.875 3.875 3.875],0.5343245117219428
A2EGIJP9ULQ9XB,B000URXP6E,5.0,[ 0.75   0.75  -1.5    0.75   0.75   1.125  0.75  -1.125  0.125 -1.125],0.4968749912020183
A2MTXSVB9MC8IO,B000URXP6E,5.0,[3.25  2.375 5.    5.    5.    3.25  4.875 5.    5.    5.   ],0.4937504362356882
A3OCG4F2HKKPD5,B000URXP6E,5.0,[0.125 0.25  0.25  0.125 0.125 0.125 0.125 0.25  0.25  0.25 ],0.49687502301484543
A1WME650PRYNO9,B000URXP6E,5.0,[1.    0.    5.    1.125 4.375 1.    1.25  5.    5.    5.   ],0.49687493282762524
A2MWTIZYINA2MH,B000URXP6E,5.0,[2.    0.    3.    2.    1.875 1.875 2.625 2.375 3.625 3.   ],0.4937502456471475
A1UBIQNOWJJO9N,B000URXP6E,5.0,[0. 0. 1. 0. 1. 0. 0. 1. 0. 1.],0.49687495594224607
A2XZP9S5PUM5QP,B000URXP6E,5.0,[2.375 2.75  5.    5.    5.    5.    5.    5.    5.    5.   ],0.4968748743589563
A20B9DRVC87T06,B000URXP6E,5.0,[1.375 0.    1.375 1.375 1.375 1.375 1.375 1.375 1.375 1.375],0.4968750749989879
A3DLYCA3TUHOZM,B000URXP6E,5.0,[1.125 1.25  2.375 1.125 1.75  1.5   1.125 3.125 2.25  2.75 ],0.49687490427342473
A3HHQ7UIJJAOAV,B000URXP6E,5.0,[5. 2. 5. 5. 5. 5. 5. 5. 5. 5.],0.49687498993469376
A1TWEWYOCWT9T,B000URXP6E,5.0,[ 0.25   0.625  0.625 -1.25   0.625 -0.875 -0.5    2.375  1.625  3.375],0.49843743852792577
A1SW8WT1S0GHQV,B000URXP6E,5.0,[-0.125  0.     1.25   2.875  4.    -0.125 -0.125  4.375  2.875  2.875],0.4968751591323514
A2DK8CVJ2HYDRI,B000URXP6E,5.0,[0.375 0.375 1.125 0.375 1.125 0.75  0.375 1.5   1.5   1.5  ],0.5031248970494793
A1C8LL1BBQ7GTO,B000URXP6E,5.0,[0.    0.625 1.25  0.    1.875 1.875 0.625 1.25  0.625 1.25 ],0.4968749875690835
